ID,Exact label,Normalized name,Value,Qualifier,Unit,Data type,Definition,Page,Section,Category (IAOOI-v0),AoO chapter,Geographic level,Geographic scope,Period,Source (quote),Confidence,Status,DQ refs,Note
IND-193,JCI in Business (JIB) Participation from Different Areas — Asia and the Pacific — share,output.jib.participants.aspac.share,0.46090000000000003,exact,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,34,JCI in Business (JIB),OUTPUT,Business & Entrepreneurship,geographic_area,ASPAC,2025,Asia and the Pacific 159 (46.09%),H,extracted,,
IND-194,JCI in Business (JIB) Participation from Different Areas — America,output.jib.participants.america,29,exact,person,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,34,JCI in Business (JIB),OUTPUT,Business & Entrepreneurship,geographic_area,AMERICA,2025,America 29,H,extracted,,
IND-195,JCI in Business (JIB) Participation from Different Areas — America — share,output.jib.participants.america.share,0.08410000000000001,exact,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,34,JCI in Business (JIB),OUTPUT,Business & Entrepreneurship,geographic_area,AMERICA,2025,America 29 (8.41%),H,extracted,,
IND-196,JCI in Business (JIB) Participation from Different Areas — Africa and the Middle East,output.jib.participants.afme,75,exact,person,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,34,JCI in Business (JIB),OUTPUT,Business & Entrepreneurship,geographic_area,AFME,2025,Africa and the Middle East 75,H,extracted,,
IND-197,JCI in Business (JIB) Participation from Different Areas — Africa and the Middle East — share,output.jib.participants.afme.share,0.21739999999999998,exact,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,34,JCI in Business (JIB),OUTPUT,Business & Entrepreneurship,geographic_area,AFME,2025,Africa and the Middle East 75 (21.74%),H,extracted,,
IND-198,JCI in Business (JIB) Participation from Different Areas — Europe,output.jib.participants.europe,82,exact,person,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,34,JCI in Business (JIB),OUTPUT,Business & Entrepreneurship,geographic_area,EUROPE,2025,Europe 82,H,extracted,,
IND-199,JCI in Business (JIB) Participation from Different Areas — Europe — share,output.jib.participants.europe.share,0.2377,exact,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,34,JCI in Business (JIB),OUTPUT,Business & Entrepreneurship,geographic_area,EUROPE,2025,Europe 82 (23.77%),H,extracted,,
IND-200,entrepreneurs and small business owners trained and supported (Karolin Linden),member_initiative.linden.trained,30,at_least,person,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,35,JIB Impact Stories,OUTPUT,Business & Entrepreneurship,individual_member,Karolin Linden (JCI Germany),NOT SPECIFIED,directly trained and supported over 30 entrepreneurs and small business owners,H,extracted,,
IND-201,revenue growth for some supported businesses,member_initiative.linden.revenue_growth,0.2,at_most,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,35,JIB Impact Stories,OUTCOME,Business & Entrepreneurship,individual_member,Karolin Linden (JCI Germany),NOT SPECIFIED,helping some grow their revenue by up to 20%,L,extracted,,
IND-202,professionals impacted in less than a year (Debora Veneziano Paes),member_initiative.paes.professionals,120,at_least,person,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,36,JIB Impact Stories,OUTPUT,Business & Entrepreneurship,individual_member,Debora Veneziano Paes (JCI Brazil),< 1 year,directly impacting over 120 professionals in less than a year,H,extracted,,
IND-203,aspiring entrepreneurs trained (Ashley Pe Yeh Teng),member_initiative.teng.trained,30,at_least,person,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,37,JIB Impact Stories,OUTPUT,Business & Entrepreneurship,individual_member,Ashley Pe Yeh Teng (JCI Malaysia),NOT SPECIFIED,Trained over 30 aspiring entrepreneurs,H,extracted,,
IND-204,local businesses collaborated (Ashley Pe Yeh Teng),member_initiative.teng.businesses,5,exact,business,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,37,JIB Impact Stories,OUTPUT,Business & Entrepreneurship,individual_member,Ashley Pe Yeh Teng (JCI Malaysia),NOT SPECIFIED,Collaborated with 5 local businesses,H,extracted,,
IND-205,year company created (Youssef Ouattara),member_initiative.ouattara.company_year,2018,exact,year,date_year,NOT SPECIFIED IN THE SOURCE DOCUMENT,38,JIB Impact Stories,OUTCOME,Business & Entrepreneurship,individual_member,Youssef Ouattara (JCI Côte d'Ivoire),NOT SPECIFIED,we created our company in 2018,L,extracted,,
IND-206,Total Certified Trainers at Events,output.trainer_certification.total,97,exact,person,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,41,Skills Development,UNCERTAIN,Individual Development,event,Area Conferences 2025,2025,Total Certified Trainers at Events 97,H,extracted,,chart titled 'Training Certification Participation': certified vs participating ambiguous
IND-207,Training Certification Participation — 2025 JCI Asia & the Pacific Conference (Ulaanbaatar),output.trainer_certification.aspac,44,exact,person,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,41,Skills Development,UNCERTAIN,Individual Development,event,2025 JCI Asia & the Pacific Conference (Ulaanbaatar),2024–2025,2025 JCI Asia & the Pacific Conference (Ulaanbaatar) 44 (45.36%),H,extracted,,
IND-208,Training Certification Participation — 2025 JCI Asia & the Pacific Conference (Ulaanbaatar) — share,output.trainer_certification.aspac.share,0.4536,exact,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,41,Skills Development,UNCERTAIN,Individual Development,event,2025 JCI Asia & the Pacific Conference (Ulaanbaatar),2024–2025,2025 JCI Asia & the Pacific Conference (Ulaanbaatar) 44 (45.36%),H,extracted,,
IND-209,Training Certification Participation — 2025 JCI Conference of America (Roatán),output.trainer_certification.america,16,exact,person,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,41,Skills Development,UNCERTAIN,Individual Development,event,2025 JCI Conference of America (Roatán),2024–2025,2025 JCI Conference of America (Roatán) 16 (16.49%),H,extracted,,
IND-210,Training Certification Participation — 2025 JCI Conference of America (Roatán) — share,output.trainer_certification.america.share,0.1649,exact,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,41,Skills Development,UNCERTAIN,Individual Development,event,2025 JCI Conference of America (Roatán),2024–2025,2025 JCI Conference of America (Roatán) 16 (16.49%),H,extracted,,
IND-211,Training Certification Participation — 2025 JCI Africa & Middle East Conference (Durban),output.trainer_certification.afme,21,exact,person,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,41,Skills Development,UNCERTAIN,Individual Development,event,2025 JCI Africa & Middle East Conference (Durban),2024–2025,2025 JCI Africa & Middle East Conference (Durban) 21 (21.65%),H,extracted,,
IND-212,Training Certification Participation — 2025 JCI Africa & Middle East Conference (Durban) — share,output.trainer_certification.afme.share,0.2165,exact,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,41,Skills Development,UNCERTAIN,Individual Development,event,2025 JCI Africa & Middle East Conference (Durban),2024–2025,2025 JCI Africa & Middle East Conference (Durban) 21 (21.65%),H,extracted,,
IND-213,Training Certification Participation — 2025 JCI European Conference (Herning),output.trainer_certification.europe,16,exact,person,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,41,Skills Development,UNCERTAIN,Individual Development,event,2025 JCI European Conference (Herning),2024–2025,2025 JCI European Conference (Herning) 16 (16.49%),H,extracted,,
IND-214,Training Certification Participation — 2025 JCI European Conference (Herning) — share,output.trainer_certification.europe.share,0.1649,exact,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,41,Skills Development,UNCERTAIN,Individual Development,event,2025 JCI European Conference (Herning),2024–2025,2025 JCI European Conference (Herning) 16 (16.49%),H,extracted,,
IND-215,Total Participants (Overall),output.event_trainings.participants,1969,exact,person,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,42,Trainings at Area Conferences and World Congress,OUTPUT,Individual Development,event,Area Conferences + World Congress,NOT SPECIFIED,"Total Participants (Overall) 1,969",H,extracted,,
IND-216,Participation in Conferences (trainings) — per conference,output.event_trainings.participants.by_conference,,,person,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,42,Trainings at Area Conferences and World Congress,OUTPUT,Individual Development,event,4 Area Conferences,NOT SPECIFIED,—,H,visual_data_not_extracted,VDX-02,
IND-217,Public Speaking Participation — 2025 JCI Asia & the Pacific Conference (Ulaanbaatar),output.public_speaking.aspac,14,exact,person,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,43,Public Speaking Competition,OUTPUT,Individual Development,event,2025 JCI Asia & the Pacific Conference (Ulaanbaatar),2024–2025,2025 JCI Asia & the Pacific Conference (Ulaanbaatar) 14 (26.92%),H,extracted,,
IND-218,Public Speaking Participation — 2025 JCI Asia & the Pacific Conference (Ulaanbaatar) — share,output.public_speaking.aspac.share,0.2692,exact,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,43,Public Speaking Competition,OUTPUT,Individual Development,event,2025 JCI Asia & the Pacific Conference (Ulaanbaatar),2024–2025,2025 JCI Asia & the Pacific Conference (Ulaanbaatar) 14 (26.92%),H,extracted,,
IND-219,Public Speaking Participation — 2025 JCI Conference of America (Roatán),output.public_speaking.america,14,exact,person,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,43,Public Speaking Competition,OUTPUT,Individual Development,event,2025 JCI Conference of America (Roatán),2024–2025,2025 JCI Conference of America (Roatán) 14 (26.92%),H,extracted,,
IND-220,Public Speaking Participation — 2025 JCI Conference of America (Roatán) — share,output.public_speaking.america.share,0.2692,exact,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,43,Public Speaking Competition,OUTPUT,Individual Development,event,2025 JCI Conference of America (Roatán),2024–2025,2025 JCI Conference of America (Roatán) 14 (26.92%),H,extracted,,
IND-221,Public Speaking Participation — 2025 JCI Africa & Middle East Conference (Durban),output.public_speaking.afme,14,exact,person,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,43,Public Speaking Competition,OUTPUT,Individual Development,event,2025 JCI Africa & Middle East Conference (Durban),2024–2025,2025 JCI Africa & Middle East Conference (Durban) 14 (26.92%),H,extracted,,
IND-222,Public Speaking Participation — 2025 JCI Africa & Middle East Conference (Durban) — share,output.public_speaking.afme.share,0.2692,exact,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,43,Public Speaking Competition,OUTPUT,Individual Development,event,2025 JCI Africa & Middle East Conference (Durban),2024–2025,2025 JCI Africa & Middle East Conference (Durban) 14 (26.92%),H,extracted,,
IND-223,Public Speaking Participation — 2025 JCI European Conference (Herning),output.public_speaking.europe,10,exact,person,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,43,Public Speaking Competition,OUTPUT,Individual Development,event,2025 JCI European Conference (Herning),2024–2025,2025 JCI European Conference (Herning) 10 (19.23%),H,extracted,,
IND-224,Public Speaking Participation — 2025 JCI European Conference (Herning) — share,output.public_speaking.europe.share,0.1923,exact,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,43,Public Speaking Competition,OUTPUT,Individual Development,event,2025 JCI European Conference (Herning),2024–2025,2025 JCI European Conference (Herning) 10 (19.23%),H,extracted,,
IND-225,Public Speaking Participation — total,output.public_speaking.total,52,exact,person,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,43,Public Speaking Competition,OUTPUT,Individual Development,event,4 Area Conferences,2025,10 (19.23%) 52,H,extracted,,
IND-226,audience of Tosagua Intercollegiate Debate and Public Speaking Program,member_initiative.cedeno.audience,200,exact,person,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,45,Public Speaking Impact Stories,OUTPUT,Individual Development,individual_member,Ángel Cedeño Macías (JCI Ecuador),NOT SPECIFIED,"an audience of 200 community leaders, educators, and families",H,extracted,,
IND-227,"Debating Participation — 2024 World Congress (Taoyuan, Taiwan) — English Teams",output.debating.wc2024.english,7,exact,team,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,48,Debating Championship,OUTPUT,Individual Development,event,"2024 World Congress (Taoyuan, Taiwan)",2024–2025,"2024 World Congress (Taoyuan, Taiwan) … 7",H,extracted,,
IND-228,"Debating Participation — 2024 World Congress (Taoyuan, Taiwan) — French Teams",output.debating.wc2024.french,1,exact,team,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,48,Debating Championship,OUTPUT,Individual Development,event,"2024 World Congress (Taoyuan, Taiwan)",2024–2025,"2024 World Congress (Taoyuan, Taiwan) … 1",H,extracted,,
IND-229,"Debating Participation — 2024 World Congress (Taoyuan, Taiwan) — Spanish Teams",output.debating.wc2024.spanish,3,exact,team,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,48,Debating Championship,OUTPUT,Individual Development,event,"2024 World Congress (Taoyuan, Taiwan)",2024–2025,"2024 World Congress (Taoyuan, Taiwan) … 3",H,extracted,,
IND-230,"Debating Participation — 2024 World Congress (Taoyuan, Taiwan) — Total",output.debating.wc2024.total,11,exact,team,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,48,Debating Championship,OUTPUT,Individual Development,event,"2024 World Congress (Taoyuan, Taiwan)",2024–2025,"2024 World Congress (Taoyuan, Taiwan) … 11",H,extracted,,
IND-231,Debating Participation — 2025 JCI Conference of America (Roatán) — English Teams,output.debating.america.english,6,exact,team,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,48,Debating Championship,OUTPUT,Individual Development,event,2025 JCI Conference of America (Roatán),2024–2025,2025 JCI Conference of America (Roatán) … 6,H,extracted,,
IND-232,Debating Participation — 2025 JCI Conference of America (Roatán) — French Teams,output.debating.america.french,,,team,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,48,Debating Championship,OUTPUT,Individual Development,event,2025 JCI Conference of America (Roatán),2024–2025,—,H,unknown,,"cell printed as '-' : not stored as 0 (P4). Candidate: '-' = 0, consistent with column totals 37/10/10 (SEMANTIC_INTERPRETATION, H, not adopted)"
IND-233,Debating Participation — 2025 JCI Conference of America (Roatán) — Spanish Teams,output.debating.america.spanish,7,exact,team,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,48,Debating Championship,OUTPUT,Individual Development,event,2025 JCI Conference of America (Roatán),2024–2025,2025 JCI Conference of America (Roatán) … 7,H,extracted,,
IND-234,Debating Participation — 2025 JCI Conference of America (Roatán) — Total,output.debating.america.total,13,exact,team,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,48,Debating Championship,OUTPUT,Individual Development,event,2025 JCI Conference of America (Roatán),2024–2025,2025 JCI Conference of America (Roatán) … 13,H,extracted,,
IND-235,Debating Participation — 2025 JCI Africa & Middle East Conference (Durban) — English Teams,output.debating.afme.english,6,exact,team,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,48,Debating Championship,OUTPUT,Individual Development,event,2025 JCI Africa & Middle East Conference (Durban),2024–2025,2025 JCI Africa & Middle East Conference (Durban) … 6,H,extracted,,
IND-236,Debating Participation — 2025 JCI Africa & Middle East Conference (Durban) — French Teams,output.debating.afme.french,7,exact,team,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,48,Debating Championship,OUTPUT,Individual Development,event,2025 JCI Africa & Middle East Conference (Durban),2024–2025,2025 JCI Africa & Middle East Conference (Durban) … 7,H,extracted,,
IND-237,Debating Participation — 2025 JCI Africa & Middle East Conference (Durban) — Spanish Teams,output.debating.afme.spanish,,,team,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,48,Debating Championship,OUTPUT,Individual Development,event,2025 JCI Africa & Middle East Conference (Durban),2024–2025,—,H,unknown,,"cell printed as '-' : not stored as 0 (P4). Candidate: '-' = 0, consistent with column totals 37/10/10 (SEMANTIC_INTERPRETATION, H, not adopted)"
IND-238,Debating Participation — 2025 JCI Africa & Middle East Conference (Durban) — Total,output.debating.afme.total,13,exact,team,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,48,Debating Championship,OUTPUT,Individual Development,event,2025 JCI Africa & Middle East Conference (Durban),2024–2025,2025 JCI Africa & Middle East Conference (Durban) … 13,H,extracted,,
IND-239,Debating Participation — 2025 JCI European Conference (Herning) — English Teams,output.debating.europe.english,7,exact,team,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,48,Debating Championship,OUTPUT,Individual Development,event,2025 JCI European Conference (Herning),2024–2025,2025 JCI European Conference (Herning) … 7,H,extracted,,
IND-240,Debating Participation — 2025 JCI European Conference (Herning) — French Teams,output.debating.europe.french,2,exact,team,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,48,Debating Championship,OUTPUT,Individual Development,event,2025 JCI European Conference (Herning),2024–2025,2025 JCI European Conference (Herning) … 2,H,extracted,,
IND-241,Debating Participation — 2025 JCI European Conference (Herning) — Spanish Teams,output.debating.europe.spanish,,,team,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,48,Debating Championship,OUTPUT,Individual Development,event,2025 JCI European Conference (Herning),2024–2025,—,H,unknown,,"cell printed as '-' : not stored as 0 (P4). Candidate: '-' = 0, consistent with column totals 37/10/10 (SEMANTIC_INTERPRETATION, H, not adopted)"
IND-242,Debating Participation — 2025 JCI European Conference (Herning) — Total,output.debating.europe.total,9,exact,team,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,48,Debating Championship,OUTPUT,Individual Development,event,2025 JCI European Conference (Herning),2024–2025,2025 JCI European Conference (Herning) … 9,H,extracted,,
IND-243,Debating Participation — 2025 JCI Asia & the Pacific Conference (Ulaanbaatar) — English Teams,output.debating.aspac.english,11,exact,team,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,48,Debating Championship,OUTPUT,Individual Development,event,2025 JCI Asia & the Pacific Conference (Ulaanbaatar),2024–2025,2025 JCI Asia & the Pacific Conference (Ulaanbaatar) … 11,H,extracted,,
IND-244,Debating Participation — 2025 JCI Asia & the Pacific Conference (Ulaanbaatar) — French Teams,output.debating.aspac.french,,,team,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,48,Debating Championship,OUTPUT,Individual Development,event,2025 JCI Asia & the Pacific Conference (Ulaanbaatar),2024–2025,—,H,unknown,,"cell printed as '-' : not stored as 0 (P4). Candidate: '-' = 0, consistent with column totals 37/10/10 (SEMANTIC_INTERPRETATION, H, not adopted)"
IND-245,Debating Participation — 2025 JCI Asia & the Pacific Conference (Ulaanbaatar) — Spanish Teams,output.debating.aspac.spanish,,,team,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,48,Debating Championship,OUTPUT,Individual Development,event,2025 JCI Asia & the Pacific Conference (Ulaanbaatar),2024–2025,—,H,unknown,,"cell printed as '-' : not stored as 0 (P4). Candidate: '-' = 0, consistent with column totals 37/10/10 (SEMANTIC_INTERPRETATION, H, not adopted)"
IND-246,Debating Participation — 2025 JCI Asia & the Pacific Conference (Ulaanbaatar) — Total,output.debating.aspac.total,11,exact,team,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,48,Debating Championship,OUTPUT,Individual Development,event,2025 JCI Asia & the Pacific Conference (Ulaanbaatar),2024–2025,2025 JCI Asia & the Pacific Conference (Ulaanbaatar) … 11,H,extracted,,
IND-247,Debating Participation — Total — English Teams,output.debating.total.english,37,exact,team,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,48,Debating Championship,OUTPUT,Individual Development,event,5 events,2024–2025,Total 37 10 10 57,H,extracted,,
IND-248,Debating Participation — Total — French Teams,output.debating.total.french,10,exact,team,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,48,Debating Championship,OUTPUT,Individual Development,event,5 events,2024–2025,Total 37 10 10 57,H,extracted,,
IND-249,Debating Participation — Total — Spanish Teams,output.debating.total.spanish,10,exact,team,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,48,Debating Championship,OUTPUT,Individual Development,event,5 events,2024–2025,Total 37 10 10 57,H,extracted,,
IND-250,Debating Participation — Total — Total,output.debating.total.total,57,exact,team,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,48,Debating Championship,OUTPUT,Individual Development,event,5 events,2024–2025,Total 37 10 10 57,H,extracted,,
IND-251,Total TOYP Applicants for 2024,output.toyp.applicants,164,exact,person,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,54,Ten Outstanding Young Persons of the World (TOYP),OUTPUT,International Cooperation,global_network,GLOBAL,2024,164 Total TOYP Applicants for 2024,H,extracted,,
IND-252,Total Global Honorees,output.toyp.honorees,10,exact,person,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,54,Ten Outstanding Young Persons of the World (TOYP),OUTPUT,International Cooperation,global_network,GLOBAL,2024,10 Total Global Honorees,H,extracted,,
IND-253,Countries Represented (TOYP),output.toyp.countries,8,exact,country,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,54,Ten Outstanding Young Persons of the World (TOYP),OUTPUT,International Cooperation,global_network,GLOBAL,2024,8 Countries Represented,H,extracted,,
IND-254,entrepreneurs trained across MENA (Mouhamad Kawas),honoree.kawas.trained,400,at_least,person,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,55,TOYP Impact Stories,OUTPUT,International Cooperation,individual_member,Mouhamad Kawas (JCI Syria),NOT SPECIFIED,400+ entrepreneurs trained across MENA,H,extracted,,
IND-255,conferences delivered (Giovanna Ramírez),honoree.ramirez.conferences,1000,at_least,conference,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,56,TOYP Impact Stories,ACTIVITY,International Cooperation,individual_member,Giovanna Ramírez (JCI Colombia),NOT SPECIFIED,"1,000+ conferences delivered",H,extracted,,
IND-256,children taken to NASA missions (Giovanna Ramírez),honoree.ramirez.children_nasa,700,at_least,person,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,56,TOYP Impact Stories,OUTPUT,International Cooperation,individual_member,Giovanna Ramírez (JCI Colombia),NOT SPECIFIED,700+ children taken to NASA missions,H,extracted,,
IND-257,rank of Malaysian TOYP honorees (Lai Chin Wei),honoree.lai.malaysian_rank,16,exact,ordinal,ordinal,NOT SPECIFIED IN THE SOURCE DOCUMENT,57,TOYP Impact Stories,CONTEXT,International Cooperation,individual_member,Lai Chin Wei (JCI Malaysia),NOT SPECIFIED,stands as the 16th Malaysian to earn this honor,H,extracted,,
IND-258,individuals educated on spinal and brain trauma care (Aydın Sinan Apaydın),honoree.apaydin.educated,5000,at_least,person,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,58,TOYP Impact Stories,OUTPUT,International Cooperation,individual_member,Aydın Sinan Apaydın (JCI Türkiye),NOT SPECIFIED,"educating over 5,000 individuals on spinal and brain trauma care",H,extracted,,
IND-259,participants across global and Area events,output.events.participants.narrative,10000,at_most,person,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,59,JCI Events Area Conferences and World Congress,OUTPUT,International Cooperation,event,WC 2024 + 4 Area Conferences,2024–2025,"JCI gathered nearly 10,000 participants across its global and Area events",H,extracted,DQC-06,
IND-260,Total Registrations Across All Conferences,output.events.registrations.total,10729,exact,registration,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,59,JCI Events Area Conferences and World Congress,OUTPUT,International Cooperation,event,WC 2024 + 4 Area Conferences,2024–2025,"Total Registrations Across All Conferences 10,729 Registrations",H,extracted,DQC-06,
IND-261,Total Registrations — 2025 JCI Asia & the Pacific Conference (Ulaanbaatar),output.events.registrations.aspac,5012,exact,registration,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,59,JCI Events Area Conferences and World Congress,OUTPUT,International Cooperation,event,2025 JCI Asia & the Pacific Conference (Ulaanbaatar),2024–2025,"2025 JCI Asia & the Pacific Conference (Ulaanbaatar) 5,012 (46.71%)",H,extracted,,
IND-262,Total Registrations — 2025 JCI Asia & the Pacific Conference (Ulaanbaatar) — share,output.events.registrations.aspac.share,0.4671,exact,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,59,JCI Events Area Conferences and World Congress,OUTPUT,International Cooperation,event,2025 JCI Asia & the Pacific Conference (Ulaanbaatar),2024–2025,"2025 JCI Asia & the Pacific Conference (Ulaanbaatar) 5,012 (46.71%)",H,extracted,,
IND-263,Total Registrations — 2025 JCI Conference of America (Roatán),output.events.registrations.america,364,exact,registration,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,59,JCI Events Area Conferences and World Congress,OUTPUT,International Cooperation,event,2025 JCI Conference of America (Roatán),2024–2025,2025 JCI Conference of America (Roatán) 364 (3.39%),H,extracted,,
IND-264,Total Registrations — 2025 JCI Conference of America (Roatán) — share,output.events.registrations.america.share,0.0339,exact,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,59,JCI Events Area Conferences and World Congress,OUTPUT,International Cooperation,event,2025 JCI Conference of America (Roatán),2024–2025,2025 JCI Conference of America (Roatán) 364 (3.39%),H,extracted,,
IND-265,Total Registrations — 2025 JCI Africa & Middle East Conference (Durban),output.events.registrations.afme,429,exact,registration,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,59,JCI Events Area Conferences and World Congress,OUTPUT,International Cooperation,event,2025 JCI Africa & Middle East Conference (Durban),2024–2025,2025 JCI Africa & Middle East Conference (Durban) 429 (4.0%),H,extracted,,
IND-266,Total Registrations — 2025 JCI Africa & Middle East Conference (Durban) — share,output.events.registrations.afme.share,0.04,exact,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,59,JCI Events Area Conferences and World Congress,OUTPUT,International Cooperation,event,2025 JCI Africa & Middle East Conference (Durban),2024–2025,2025 JCI Africa & Middle East Conference (Durban) 429 (4.0%),H,extracted,,
IND-267,Total Registrations — 2025 JCI European Conference (Herning),output.events.registrations.europe,1068,exact,registration,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,59,JCI Events Area Conferences and World Congress,OUTPUT,International Cooperation,event,2025 JCI European Conference (Herning),2024–2025,"2025 JCI European Conference (Herning) 1,068 (9.95%)",H,extracted,,
IND-268,Total Registrations — 2025 JCI European Conference (Herning) — share,output.events.registrations.europe.share,0.09949999999999999,exact,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,59,JCI Events Area Conferences and World Congress,OUTPUT,International Cooperation,event,2025 JCI European Conference (Herning),2024–2025,"2025 JCI European Conference (Herning) 1,068 (9.95%)",H,extracted,,
IND-269,"Total Registrations — 2024 World Congress (Taoyuan, Taiwan)",output.events.registrations.wc2024,3856,exact,registration,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,59,JCI Events Area Conferences and World Congress,OUTPUT,International Cooperation,event,"2024 World Congress (Taoyuan, Taiwan)",2024–2025,"2024 World Congress (Taoyuan, Taiwan) 3,856 (35.95%)",H,extracted,,
IND-270,"Total Registrations — 2024 World Congress (Taoyuan, Taiwan) — share",output.events.registrations.wc2024.share,0.35950000000000004,exact,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,59,JCI Events Area Conferences and World Congress,OUTPUT,International Cooperation,event,"2024 World Congress (Taoyuan, Taiwan)",2024–2025,"2024 World Congress (Taoyuan, Taiwan) 3,856 (35.95%)",H,extracted,,
IND-271,First Timers — 2025 JCI Asia & the Pacific Conference (Ulaanbaatar),output.events.first_timers.aspac,162,exact,person,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,60,JCI Events Area Conferences and World Congress,OUTPUT,International Cooperation,event,2025 JCI Asia & the Pacific Conference (Ulaanbaatar),2025,"162 First Timers out of 5,012 Attendees",H,extracted,VDA-02,"association by denominator (VDA-02, confidence H)"
IND-272,First Timers — 2025 JCI Conference of America (Roatán),output.events.first_timers.america,82,exact,person,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,60,JCI Events Area Conferences and World Congress,OUTPUT,International Cooperation,event,2025 JCI Conference of America (Roatán),2025,82 First Timers out of 364 Attendees,H,extracted,VDA-02,"association by denominator (VDA-02, confidence H)"
